person,personLabel,dob,dod,citizenshipLabel,placeOfDeathLabel,mannerOfDeathLabel,causeOfDeathLabel,killerLabel
http://www.wikidata.org/entity/Q15636069,Michaił Żyźniewski,1988-01-26T00:00:00Z,2014-01-22T00:00:00Z,Belarus,Kyiv,,,
http://www.wikidata.org/entity/Q15993328,Claudio Nasco,1976-06-17T00:00:00Z,2013-12-13T00:00:00Z,Cuba,Santo Domingo,,,
http://www.wikidata.org/entity/Q15127495,Ghislaine Dupont,1956-01-13T00:00:00Z,2013-11-02T00:00:00Z,France,Kidal,,,
http://www.wikidata.org/entity/Q16540300,Claude Verlon,1958-07-06T00:00:00Z,2013-11-02T00:00:00Z,France,Kidal,,,
http://www.wikidata.org/entity/Q15127495,Ghislaine Dupont,1956-01-13T00:00:00Z,2013-11-02T00:00:00Z,France,Kidal,,,
http://www.wikidata.org/entity/Q16540300,Claude Verlon,1958-07-06T00:00:00Z,2013-11-02T00:00:00Z,France,Kidal,,,
http://www.wikidata.org/entity/Q14942783,Ruhila Adatia-Sood,1982-01-01T00:00:00Z,2013-09-21T00:00:00Z,Kenya,Nairobi,,,
http://www.wikidata.org/entity/Q29837100,Fernando Solijon,1966-01-01T00:00:00Z,2013-08-29T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q13860505,Akhmednabi Akhmednabiev,1958-12-29T00:00:00Z,2013-07-09T00:00:00Z,Russia,Makhachkala,,,
http://www.wikidata.org/entity/Q15992745,Anibal Barrow,1948-09-15T00:00:00Z,2013-06-24T00:00:00Z,Honduras,San Pedro Sula,,,
http://www.wikidata.org/entity/Q10869632,Fausto Vera,1959-08-21T00:00:00Z,2013-04-11T00:00:00Z,Ecuador,Guayaquil,,gunshot wound,
http://www.wikidata.org/entity/Q10869632,Fausto Vera,1959-08-21T00:00:00Z,2013-04-11T00:00:00Z,Ecuador,Guayaquil,,gunshot wound,
http://www.wikidata.org/entity/Q15993017,Jaime Guadalupe González Domínguez,1975-01-01T00:00:00Z,2013-03-03T00:00:00Z,Mexico,Ojinaga,,,
http://www.wikidata.org/entity/Q6380949,Kazbek Gekkiyev,1984-01-01T00:00:00Z,2012-12-05T00:00:00Z,Russia,Nalchik,,,
http://www.wikidata.org/entity/Q4685794,Adrián Silva Moreno,1978-08-26T00:00:00Z,2012-11-14T00:00:00Z,Mexico,Tehuacán,,,
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967-05-26T00:00:00Z,2012-08-21T00:00:00Z,Japan,Aleppo,,,
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967-05-26T00:00:00Z,2012-08-21T00:00:00Z,Japan,Aleppo,,,
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967-05-26T00:00:00Z,2012-08-21T00:00:00Z,Japan,Aleppo,,,
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967-05-26T00:00:00Z,2012-08-20T00:00:00Z,Japan,Aleppo,,,
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967-05-26T00:00:00Z,2012-08-20T00:00:00Z,Japan,Aleppo,,,
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967-05-26T00:00:00Z,2012-08-20T00:00:00Z,Japan,Aleppo,,,
http://www.wikidata.org/entity/Q7944675,Víctor Manuel Báez,1953-01-01T00:00:00Z,2012-06-13T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q3296097,Marwan Arafat,1945-01-05T00:00:00Z,2012-06-12T00:00:00Z,Syria,Nasib,,,
http://www.wikidata.org/entity/Q6757440,Marco Antonio Ávila García,1973-01-15T00:00:00Z,2012-05-18T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q5262320,Derek Round,1935-02-23T00:00:00Z,2012-05-17T00:00:00Z,New Zealand,Whanganui,,,
http://www.wikidata.org/entity/Q15187517,Ángel Alfredo Villatoro,1965-01-01T00:00:00Z,2012-05-15T00:00:00Z,,Tegucigalpa,,,
http://www.wikidata.org/entity/Q16019546,René Orta Salgado,1969-01-01T00:00:00Z,2012-05-13T00:00:00Z,Mexico,Cuernavaca,,,
http://www.wikidata.org/entity/Q7308500,Regina Martínez,1963-09-07T00:00:00Z,2012-04-28T00:00:00Z,Mexico,Xalapa,,,
http://www.wikidata.org/entity/Q10269291,Décio Sá,1965-01-01T00:00:00Z,2012-04-23T00:00:00Z,Brazil,,,,
http://www.wikidata.org/entity/Q6939723,Murtaza Razvi,1964-01-01T00:00:00Z,2012-04-19T00:00:00Z,Pakistan,,,,
http://www.wikidata.org/entity/Q4670559,Abukar Hassan Mohamoud,1969-01-01T00:00:00Z,2012-02-28T00:00:00Z,Somalia,,,,
http://www.wikidata.org/entity/Q2674537,Gilles Jacquier,1968-10-25T00:00:00Z,2012-01-11T00:00:00Z,France,Homs,,bombardment,
http://www.wikidata.org/entity/Q2674537,Gilles Jacquier,1968-10-25T00:00:00Z,2012-01-11T00:00:00Z,France,Homs,,bombardment,
http://www.wikidata.org/entity/Q2674537,Gilles Jacquier,1968-10-25T00:00:00Z,2012-01-11T00:00:00Z,France,Homs,,bombardment,
http://www.wikidata.org/entity/Q7299841,Raúl Régulo Quirino,1982-01-01T00:00:00Z,2012-01-06T00:00:00Z,Mexico,Cadereyta Jiménez Municipality,,,
http://www.wikidata.org/entity/Q16019334,Christopher Guarin,1970-01-01T00:00:00Z,2012-01-05T00:00:00Z,Philippines,General Santos,,,
http://www.wikidata.org/entity/Q3665724,Gadzhimurat Kamalov,1965-02-11T00:00:00Z,2011-12-15T00:00:00Z,Russia,Makhachkala,,gunshot wound,
http://www.wikidata.org/entity/Q3665724,Gadzhimurat Kamalov,1965-02-11T00:00:00Z,2011-12-15T00:00:00Z,Soviet Union,Makhachkala,,gunshot wound,
http://www.wikidata.org/entity/Q3665724,Gadzhimurat Kamalov,1965-02-11T00:00:00Z,2011-12-15T00:00:00Z,Russia,Makhachkala,,gunshot wound,
http://www.wikidata.org/entity/Q3665724,Gadzhimurat Kamalov,1965-02-11T00:00:00Z,2011-12-15T00:00:00Z,Soviet Union,Makhachkala,,gunshot wound,
http://www.wikidata.org/entity/Q3665724,Gadzhimurat Kamalov,1965-02-11T00:00:00Z,2011-12-15T00:00:00Z,Russia,Makhachkala,,gunshot wound,
http://www.wikidata.org/entity/Q3665724,Gadzhimurat Kamalov,1965-02-11T00:00:00Z,2011-12-15T00:00:00Z,Soviet Union,Makhachkala,,gunshot wound,
http://www.wikidata.org/entity/Q3470843,Samir Khan,1985-12-25T00:00:00Z,2011-09-30T00:00:00Z,United States,Al Jawf Governorate,,,
http://www.wikidata.org/entity/Q6765624,Marisol Macías,1972-01-01T00:00:00Z,2011-09-24T00:00:00Z,Mexico,Nuevo Laredo,,,
http://www.wikidata.org/entity/Q6539157,Li Xiang,1981-03-05T00:00:00Z,2011-09-19T00:00:00Z,People's Republic of China,Xigong District,,wound,
http://www.wikidata.org/entity/Q5940073,Humberto Millán Salazar,1958-02-06T00:00:00Z,2011-08-24T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q1504541,Viola Herms Drath,1920-02-08T00:00:00Z,2011-08-11T00:00:00Z,Germany,Georgetown,,,
http://www.wikidata.org/entity/Q512923,Simona Urbánková,1967-03-17T00:00:00Z,2011-08-03T00:00:00Z,Czech Republic,Brno,,stabbing,
http://www.wikidata.org/entity/Q512923,Simona Urbánková,1967-03-17T00:00:00Z,2011-08-03T00:00:00Z,Czech Republic,Obřany,,stabbing,
http://www.wikidata.org/entity/Q8054741,Yolanda Ordaz de la Cruz,1963-01-01T00:00:00Z,2011-07-26T00:00:00Z,Mexico,Boca del Río,,,
http://www.wikidata.org/entity/Q1932719,Miguel Ángel López Velasco,1956-01-01T00:00:00Z,2011-06-20T00:00:00Z,Mexico,Veracruz,,,
http://www.wikidata.org/entity/Q437847,Vittorio Arrigoni,1975-02-04T00:00:00Z,2011-04-15T00:00:00Z,Italy,Gaza Strip,,hanging to death,
http://www.wikidata.org/entity/Q4775789,Anton Hammerl,1969-12-12T00:00:00Z,2011-04-05T00:00:00Z,South Africa,Brega,,,
http://www.wikidata.org/entity/Q4775789,Anton Hammerl,1969-12-12T00:00:00Z,2011-04-05T00:00:00Z,South Africa,Brega,,,
http://www.wikidata.org/entity/Q270089,Hanna Yablonska,1981-07-20T00:00:00Z,2011-01-24T00:00:00Z,Ukraine,Domodedovo International Airport,,,
http://www.wikidata.org/entity/Q270089,Hanna Yablonska,1981-07-20T00:00:00Z,2011-01-24T00:00:00Z,Ukraine,Domodedovo International Airport,,,
http://www.wikidata.org/entity/Q506689,Carlos Castro,1945-10-05T00:00:00Z,2011-01-07T00:00:00Z,Portugal,New York City,,blunt trauma,
http://www.wikidata.org/entity/Q457812,Susana Chávez,1974-11-05T00:00:00Z,2011-01-06T00:00:00Z,Mexico,Ciudad Juárez,,,
http://www.wikidata.org/entity/Q7365768,Ronni Chasen,1946-10-17T00:00:00Z,2010-11-16T00:00:00Z,United States,Beverly Hills,,,
http://www.wikidata.org/entity/Q5041686,Carlos Alberto Guajardo Romero,1973-01-01T00:00:00Z,2010-11-05T00:00:00Z,Mexico,Matamoros,,gunshot wound,
http://www.wikidata.org/entity/Q6700412,Luis Carlos Santiago,1989-03-01T00:00:00Z,2010-09-16T00:00:00Z,Mexico,Ciudad Juárez,,,
http://www.wikidata.org/entity/Q7398348,Safah Abdul Hameed,,2010-09-08T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q7322117,Riad al-Saray,1975-01-01T00:00:00Z,2010-09-07T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q134690656,Q134690656,1973-02-13T00:00:00Z,2010-07-13T00:00:00Z,Greece,,,,
http://www.wikidata.org/entity/Q6757451,Marco Aurelio Martínez Tijerina,1964-01-01T00:00:00Z,2010-07-11T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q3167299,Jean-Léonard Rugambage,1953-01-01T00:00:00Z,2010-06-24T00:00:00Z,Rwanda,Kigali,,,
http://www.wikidata.org/entity/Q6700339,Luis Arturo Mondragón,1959-01-01T00:00:00Z,2010-06-14T00:00:00Z,Honduras,Danlí,,homicide by firearm,
http://www.wikidata.org/entity/Q5548318,Georgino Orellana,1960-02-13T00:00:00Z,2010-04-20T00:00:00Z,Honduras,San Pedro Sula,,,
http://www.wikidata.org/entity/Q5609081,Grigorijs Ņemcovs,1948-12-11T00:00:00Z,2010-04-16T00:00:00Z,Latvia,Daugavpils,,,
http://www.wikidata.org/entity/Q5609081,Grigorijs Ņemcovs,1948-12-11T00:00:00Z,2010-04-16T00:00:00Z,Soviet Union,Daugavpils,,,
http://www.wikidata.org/entity/Q6782020,María Isabella Cordero,1987-01-01T00:00:00Z,2010-04-15T00:00:00Z,Mexico,Chihuahua City,,multiple organ dysfunction syndrome,
http://www.wikidata.org/entity/Q16018705,Luis Antonio Chavez,1901-01-01T00:00:00Z,2010-04-13T00:00:00Z,Honduras,,,,
http://www.wikidata.org/entity/Q6291672,José Bayardo Mairena Ramírez,1958-01-01T00:00:00Z,2010-03-26T00:00:00Z,Honduras,Juticalpa,,,
http://www.wikidata.org/entity/Q6752978,Manuel de Jesús Juárez,1955-01-01T00:00:00Z,2010-03-26T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q5134859,Clodomiro Castilla,1959-08-08T00:00:00Z,2010-03-20T00:00:00Z,Colombia,Montería,,,
http://www.wikidata.org/entity/Q1627342,Nahúm Elí Palacios Arteaga,2000-01-01T00:00:00Z,2010-03-14T00:00:00Z,Honduras,Honduras,,,
http://www.wikidata.org/entity/Q5237540,David Meza,1959-01-01T00:00:00Z,2010-03-11T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q6283970,Joseph Hernández Ochoa,1983-01-01T00:00:00Z,2010-03-01T00:00:00Z,Honduras,Tegucigalpa,,,
http://www.wikidata.org/entity/Q4754502,Andis Hadjicostis,1968-09-12T00:00:00Z,2010-01-10T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q7911089,Valentín Valdés Espinosa,1981-01-01T00:00:00Z,2010-01-08T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q16018801,José Luis Romero,1967-01-01T00:00:00Z,2009-12-30T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q16018353,Bladimir Antuna,1970-01-01T00:00:00Z,2009-11-02T00:00:00Z,Mexico,Victoria de Durango,,,
http://www.wikidata.org/entity/Q16018542,Norberto Miranda Madrid,1965-01-01T00:00:00Z,2009-09-23T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q2244453,Bayo Ohu,1964-06-18T00:00:00Z,2009-09-20T00:00:00Z,Nigeria,,,,
http://www.wikidata.org/entity/Q1081477,Christian Poveda,1955-01-12T00:00:00Z,2009-09-02T00:00:00Z,Spain,Tonacatepeque,,,
http://www.wikidata.org/entity/Q1081477,Christian Poveda,1955-01-12T00:00:00Z,2009-09-02T00:00:00Z,France,Tonacatepeque,,,
http://www.wikidata.org/entity/Q4721541,Alexis Tioseco,1981-02-11T00:00:00Z,2009-09-01T00:00:00Z,Philippines,Quezon City,,,
http://www.wikidata.org/entity/Q317860,Malik Akhmedilov,1976-01-01T00:00:00Z,2009-08-11T00:00:00Z,Russia,Makhachkala,,,
http://www.wikidata.org/entity/Q237533,Natalya Estemirova,1958-02-28T00:00:00Z,2009-07-15T00:00:00Z,Russia,Gazi-Yurt,,,
http://www.wikidata.org/entity/Q237533,Natalya Estemirova,1958-02-28T00:00:00Z,2009-07-15T00:00:00Z,Soviet Union,Gazi-Yurt,,,
http://www.wikidata.org/entity/Q5515624,Gabriel Fino Noriega,1966-01-01T00:00:00Z,2009-07-03T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q18389150,Marco Antonio Estrada,1970-01-01T00:00:00Z,2009-06-06T00:00:00Z,Guatemala,Chiquimula Department,,,
http://www.wikidata.org/entity/Q5361704,Eliseo Barrón,1973-01-01T00:00:00Z,2009-05-26T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q18808359,Rolando Santiz,1957-01-01T00:00:00Z,2009-04-01T00:00:00Z,Guatemala,Guatemala City,,,
http://www.wikidata.org/entity/Q18808359,Rolando Santiz,1957-01-01T00:00:00Z,2009-04-01T00:00:00Z,Guatemala,Guatemala City,,,
http://www.wikidata.org/entity/Q168119,Anastasia Baburova,1983-11-30T00:00:00Z,2009-01-19T00:00:00Z,Russia,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q168119,Anastasia Baburova,1983-11-30T00:00:00Z,2009-01-19T00:00:00Z,Ukraine,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q168119,Anastasia Baburova,1983-11-30T00:00:00Z,2009-01-19T00:00:00Z,Soviet Union,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q376231,Stanislav Markelov,1974-05-20T00:00:00Z,2009-01-19T00:00:00Z,Russia,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q376231,Stanislav Markelov,1974-05-20T00:00:00Z,2009-01-19T00:00:00Z,Soviet Union,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q1188773,Uma Singh,1983-01-01T00:00:00Z,2009-01-01T00:00:00Z,Nepal,,,,
http://www.wikidata.org/entity/Q4792821,Armando Rodríguez,1968-01-01T00:00:00Z,2008-11-13T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q1322292,Anne Pressly,1982-08-28T00:00:00Z,2008-10-25T00:00:00Z,United States,Little Rock,,blunt trauma,
http://www.wikidata.org/entity/Q4665880,Abdulla Alishayev,,2008-09-02T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q1354511,Magomed Yevloyev,1971-11-22T00:00:00Z,2008-08-31T00:00:00Z,Russia,Nazran,,,
http://www.wikidata.org/entity/Q1354511,Magomed Yevloyev,1971-11-22T00:00:00Z,2008-08-31T00:00:00Z,Soviet Union,Nazran,,,
http://www.wikidata.org/entity/Q7563288,Soran Mama Hama,1987-01-01T00:00:00Z,2008-07-21T00:00:00Z,,,,gunshot wound,
http://www.wikidata.org/entity/Q3336273,Nasteh Dahir,1972-01-01T00:00:00Z,2008-06-07T00:00:00Z,Somalia,Kismayo,,,
http://www.wikidata.org/entity/Q124368039,Felicitas Martínez Sánchez,1987-01-01T00:00:00Z,2008-04-07T00:00:00Z,Mexico,San Juan Copala,,,
http://www.wikidata.org/entity/Q124368051,Teresa Bautista Merino,1983-01-01T00:00:00Z,2008-04-07T00:00:00Z,Mexico,San Juan Copala,,,
http://www.wikidata.org/entity/Q444232,Ilyas Shurpayev,1975-07-25T00:00:00Z,2008-03-21T00:00:00Z,Russia,Moscow,,,
http://www.wikidata.org/entity/Q635797,Gadzhi Abashilov,1950-09-02T00:00:00Z,2008-03-21T00:00:00Z,Russia,Makhachkala,,,
http://www.wikidata.org/entity/Q635797,Gadzhi Abashilov,1950-09-02T00:00:00Z,2008-03-21T00:00:00Z,Soviet Union,Makhachkala,,,
http://www.wikidata.org/entity/Q1798098,Carsten Thomassen,1969-05-15T00:00:00Z,2008-01-14T00:00:00Z,Norway,Kabul,,,
http://www.wikidata.org/entity/Q542997,Wei Wenhua,1967-01-03T00:00:00Z,2008-01-07T00:00:00Z,People's Republic of China,Tianmen,,blunt trauma,
http://www.wikidata.org/entity/Q5550264,Gerardo García Pimentel,1983-01-01T00:00:00Z,2007-12-08T00:00:00Z,Mexico,Uruapan del Progreso,,,
http://www.wikidata.org/entity/Q360566,Alisher Saipov,1981-09-04T00:00:00Z,2007-10-24T00:00:00Z,Kyrgyzstan,Osh,,,
http://www.wikidata.org/entity/Q5042613,Carlos Salgado,1945-01-01T00:00:00Z,2007-10-11T00:00:00Z,Honduras,Tegucigalpa,,,
http://www.wikidata.org/entity/Q381369,Kenji Nagai,1957-08-27T00:00:00Z,2007-09-27T00:00:00Z,Japan,Yangon,,,
http://www.wikidata.org/entity/Q381369,Kenji Nagai,1957-08-27T00:00:00Z,2007-09-27T00:00:00Z,Japan,Yangon,,,
http://www.wikidata.org/entity/Q381369,Kenji Nagai,1957-08-27T00:00:00Z,2007-09-27T00:00:00Z,Japan,Yangon,,,
http://www.wikidata.org/entity/Q5088207,Chauncey Bailey,1949-10-20T00:00:00Z,2007-08-02T00:00:00Z,United States,Oakland,,,
http://www.wikidata.org/entity/Q5088207,Chauncey Bailey,1949-10-20T00:00:00Z,2007-08-02T00:00:00Z,United States,Oakland,,,
http://www.wikidata.org/entity/Q6399511,Khalid Hassan,,2007-07-13T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q3479426,Serge Maheshe,1953-01-01T00:00:00Z,2007-06-13T00:00:00Z,Democratic Republic of the Congo,Bukavu,,,
http://www.wikidata.org/entity/Q6849234,Mike Webb,1955-09-04T00:00:00Z,2007-04-14T00:00:00Z,United States,,,,
http://www.wikidata.org/entity/Q5342292,Edward Chikombo,1942-01-01T00:00:00Z,2007-03-31T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q16017893,Rodolfo Rincón Taracena,1957-01-01T00:00:00Z,2007-01-20T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q110126,Hrant Dink,1954-09-15T00:00:00Z,2007-01-19T00:00:00Z,Turkey,Istanbul,,gunshot wound,
http://www.wikidata.org/entity/Q110126,Hrant Dink,1954-09-15T00:00:00Z,2007-01-19T00:00:00Z,Turkey,Istanbul,,gunshot wound,
http://www.wikidata.org/entity/Q110126,Hrant Dink,1954-09-15T00:00:00Z,2007-01-19T00:00:00Z,Turkey,Istanbul,,gunshot wound,
http://www.wikidata.org/entity/Q110126,Hrant Dink,1954-09-15T00:00:00Z,2007-01-19T00:00:00Z,Turkey,Istanbul,,gunshot wound,
http://www.wikidata.org/entity/Q4916201,Birendra Shah,,2007-01-01T00:00:00Z,Nepal,,,,
http://www.wikidata.org/entity/Q7351793,Roberto Marcos García,1956-01-01T00:00:00Z,2006-11-21T00:00:00Z,Mexico,Alvarado,,,
http://www.wikidata.org/entity/Q16017593,Misael Tamayo Hernández,1952-03-02T00:00:00Z,2006-11-10T00:00:00Z,Mexico,Zihuatanejo,,lethal injection,
http://www.wikidata.org/entity/Q897045,Brad Will,1970-06-14T00:00:00Z,2006-10-27T00:00:00Z,United States,Oaxaca de Juárez,,,
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30T00:00:00Z,2006-10-07T00:00:00Z,United States,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30T00:00:00Z,2006-10-07T00:00:00Z,Russia,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958-08-30T00:00:00Z,2006-10-07T00:00:00Z,Soviet Union,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q3352104,Omololu Falobi,1953-01-01T00:00:00Z,2006-10-05T00:00:00Z,Nigeria,Lagos,,,
http://www.wikidata.org/entity/Q4118650,Mohammed Taha Mohammed Ahmed,1956-01-01T00:00:00Z,2006-09-06T00:00:00Z,Sudan,,,,
http://www.wikidata.org/entity/Q5379786,Enrique Perea Quintanilla,1956-01-01T00:00:00Z,2006-08-09T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q6762502,Mariathas Manojanraj,,2006-07-27T00:00:00Z,,Jaffna,,,
http://www.wikidata.org/entity/Q713384,Martin Adler,1958-10-30T00:00:00Z,2006-06-23T00:00:00Z,Sweden,Mogadishu,,,
http://www.wikidata.org/entity/Q713384,Martin Adler,1958-10-30T00:00:00Z,2006-06-23T00:00:00Z,Somalia,Mogadishu,,,
http://www.wikidata.org/entity/Q5239215,David Rosenbaum,1942-03-01T00:00:00Z,2006-01-08T00:00:00Z,United States,Howard University College of Medicine,,traumatic brain injury,
http://www.wikidata.org/entity/Q4168845,Yury Druzhkov,1959-09-21T00:00:00Z,2006-01-05T00:00:00Z,Russia,Saratov,,,
http://www.wikidata.org/entity/Q4168845,Yury Druzhkov,1959-09-21T00:00:00Z,2006-01-05T00:00:00Z,Soviet Union,Saratov,,,
http://www.wikidata.org/entity/Q2883699,Bapuwa Mwamba,1942-09-08T00:00:00Z,2006-01-01T00:00:00Z,Democratic Republic of the Congo,,,,
http://www.wikidata.org/entity/Q527870,Gebran Tueni,1957-09-17T00:00:00Z,2005-12-12T00:00:00Z,Lebanon,Mkalles,,,
http://www.wikidata.org/entity/Q29378256,Gautam Das,1978-01-01T00:00:00Z,2005-11-17T00:00:00Z,,,,asphyxia,
http://www.wikidata.org/entity/Q1941892,Louis Sévèke,1964-04-28T00:00:00Z,2005-11-15T00:00:00Z,Kingdom of the Netherlands,Nijmegen,,,
http://www.wikidata.org/entity/Q5289525,Dolores Guadalupe García Escamilla,1966-01-01T00:00:00Z,2005-08-16T00:00:00Z,Mexico,Nuevo Laredo,,multiple organ dysfunction syndrome,
http://www.wikidata.org/entity/Q15503317,Steven Vincent,1955-12-31T00:00:00Z,2005-08-02T00:00:00Z,United States,,,,
http://www.wikidata.org/entity/Q3159899,Jacques Roche,1961-01-01T00:00:00Z,2005-07-14T00:00:00Z,Haiti,Haiti,,,
http://www.wikidata.org/entity/Q713162,Samir Kassir,1960-05-05T00:00:00Z,2005-06-02T00:00:00Z,Lebanon,Ashrafieh,,,
http://www.wikidata.org/entity/Q7462473,Shaima Rezayee,1981-01-01T00:00:00Z,2005-05-18T00:00:00Z,Afghanistan,Kabul,,,
http://www.wikidata.org/entity/Q7462473,Shaima Rezayee,1981-01-01T00:00:00Z,2005-05-18T00:00:00Z,Afghanistan,Kabul,,,
http://www.wikidata.org/entity/Q5209089,Daif Abdul-kareem Al-Ghazal,1976-01-01T00:00:00Z,2005-05-01T00:00:00Z,Libya,Benghazi,,,
http://www.wikidata.org/entity/Q7299773,Raúl Gibb Guerrero,1952-01-01T00:00:00Z,2005-04-08T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q6771731,Marlene Garcia-Esperat,1959-08-29T00:00:00Z,2005-03-24T00:00:00Z,Philippines,,,,
http://www.wikidata.org/entity/Q5366405,Elmar Huseynov,1967-07-17T00:00:00Z,2005-03-02T00:00:00Z,Azerbaijan,Baku,,assassination,
http://www.wikidata.org/entity/Q5366405,Elmar Huseynov,1967-07-17T00:00:00Z,2005-03-02T00:00:00Z,Soviet Union,Baku,,assassination,
http://www.wikidata.org/entity/Q1207263,Deyda Hydara,1946-06-09T00:00:00Z,2004-12-16T00:00:00Z,The Gambia,Kanifing District,,,
http://www.wikidata.org/entity/Q205456,Theo van Gogh,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,gunshot wound,Mohammed Bouyeri
http://www.wikidata.org/entity/Q205456,Theo van Gogh,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,stab wound,Mohammed Bouyeri
http://www.wikidata.org/entity/Q205456,Theo van Gogh,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,gunshot wound,Mohammed Bouyeri
http://www.wikidata.org/entity/Q205456,Theo van Gogh,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,stab wound,Mohammed Bouyeri
http://www.wikidata.org/entity/Q205456,Theo van Gogh,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,gunshot wound,Mohammed Bouyeri
http://www.wikidata.org/entity/Q205456,Theo van Gogh,1957-07-23T00:00:00Z,2004-11-02T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,stab wound,Mohammed Bouyeri
http://www.wikidata.org/entity/Q467119,Veronika Cherkasova,1959-01-12T00:00:00Z,2004-10-25T00:00:00Z,Belarus,Minsk,,,
http://www.wikidata.org/entity/Q467119,Veronika Cherkasova,1959-01-12T00:00:00Z,2004-10-20T00:00:00Z,Belarus,Minsk,,,
http://www.wikidata.org/entity/Q461851,FannyAnn Eddy,1974-06-14T00:00:00Z,2004-09-29T00:00:00Z,Sierra Leone,Freetown,,,
http://www.wikidata.org/entity/Q5483152,Francisco Arratia,1949-01-01T00:00:00Z,2004-08-31T00:00:00Z,Mexico,,,battery,
http://www.wikidata.org/entity/Q723320,Paul Klebnikov,1963-06-03T00:00:00Z,2004-07-09T00:00:00Z,United States,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q723320,Paul Klebnikov,1963-06-03T00:00:00Z,2004-07-09T00:00:00Z,United States,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q723320,Paul Klebnikov,1963-06-03T00:00:00Z,2004-07-09T00:00:00Z,United States,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q723320,Paul Klebnikov,1963-06-03T00:00:00Z,2004-07-09T00:00:00Z,United States,Moscow,,gunshot wound,
http://www.wikidata.org/entity/Q5483764,Francisco Ortiz Franco,1954-01-01T00:00:00Z,2004-06-22T00:00:00Z,Mexico,Tijuana,,,
http://www.wikidata.org/entity/Q124096200,Duško Jovanović,1964-02-10T00:00:00Z,2004-05-27T00:00:00Z,,Podgorica,,,
http://www.wikidata.org/entity/Q1373153,Eugene Mallove,1947-06-09T00:00:00Z,2004-05-14T00:00:00Z,United States,Norwich,,blunt trauma,
http://www.wikidata.org/entity/Q7351752,Roberto Javier Mora García,1962-05-06T00:00:00Z,2004-03-19T00:00:00Z,Mexico,Nuevo Laredo,,stab wound,
http://www.wikidata.org/entity/Q6108387,José Ricardo Ortega Fernández,1966-04-04T00:00:00Z,2004-03-07T00:00:00Z,Spain,Port-au-Prince,,gunshot wound,
http://www.wikidata.org/entity/Q7856754,Tushar Makwana,1967-02-02T00:00:00Z,2004-02-12T00:00:00Z,Uganda,Castle Bromwich,,,
http://www.wikidata.org/entity/Q3612209,Dekendra Thapa,,2004-01-01T00:00:00Z,Nepal,,,,
